custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,train,favday,city
V5NZ5Q,1,20/11/13,20/11/13,12/01/14,32,21.875,3.125,41.6,0.037735849,1,0,0,0,Thursday,DCX
QNLNEF,1,20/11/13,20/11/13,11/01/14,29,31.03448276,17.24137931,44.27,0.076923077,1,0,0,0,Wednesday,CHO
9X7WGP,1,10/11/13,20/11/13,20/11/13,31,3.225806452,0,45.13,0,1,0,0,0,Thursday,RIC
APFEYZ,1,20/11/13,21/11/13,22/11/13,26,7.692307692,0,39.95,2,1,0,0,0,Friday,DCX
PUFHG6,1,20/11/13,20/11/13,20/11/13,28,28.57142857,10.71428571,1.02,0,1,0,0,0,Thursday,CHO
DDYPVF,0,20/11/13,20/11/13,20/11/13,5,100,20,31,0,1,0,0,0,Monday,CHO
YPF8K2,1,20/11/13,20/11/13,21/11/13,9,11.11111111,11.11111111,29.18,2,0,0,0,0,Thursday,BWI
B8K9UE,0,20/11/13,20/11/13,20/11/13,27,48.14814815,0,40.2,0,1,1,0,0,Monday,RIC
MVF38E,1,20/11/13,20/11/13,20/11/13,29,10.34482759,3.448275862,1.02,0,1,0,0,0,Thursday,CHO
7SM45C,1,20/11/13,20/11/13,20/11/13,29,17.24137931,13.79310345,1,0,1,0,0,0,Wednesday,DCX
GRFLXW,1,20/11/13,20/11/13,20/11/13,32,3.125,3.125,1,0,1,0,0,0,Monday,DCX
LZ4PXJ,1,20/11/13,20/11/13,20/11/13,19,36.84210526,5.263157895,1,0,1,0,0,0,Wednesday,DCX
BKUNTZ,1,20/11/13,20/11/13,30/12/13,33,33.33333333,12.12121212,41.99,0.05,1,0,0,0,Saturday,DCX
ARXY7C,1,18/11/13,09/01/14,09/01/14,28,7.142857143,3.571428571,35,0,1,0,0,0,Wednesday,DCX
JXNVHG,1,20/11/13,20/11/13,20/11/13,29,20.68965517,13.79310345,35,0,1,0,0,0,Monday,DCX
6XLR2G,1,20/11/13,20/11/13,20/11/13,32,6.25,3.125,40.2,0,1,0,0,0,Friday,RIC
3UVPX4,1,20/11/13,20/11/13,20/11/13,40,40,0,45.02,0,1,1,0,0,Thursday,CHO
X53J3L,1,20/11/13,20/11/13,20/11/13,30,33.33333333,0,54.65,0,1,0,0,0,Thursday,DCX
8YKPDE,0,16/11/13,19/11/13,19/11/13,0,0,0,39.95,0,0,0,1,0,Wednesday,DCX
B2MB3D,0,21/11/13,21/11/13,19/12/13,27,33.33333333,18.51851852,55.35,0.071428571,1,1,0,0,Friday,CHO
XSNRE6,0,21/11/13,21/11/13,21/11/13,6,16.66666667,0,87.96,0,1,0,0,0,Wednesday,DCX
P54YPC,1,21/11/13,21/11/13,14/01/14,41,73.17073171,9.756097561,80.3,0.055555556,1,1,0,0,Friday,RIC
QESLBU,1,13/11/13,21/11/13,21/11/13,27,33.33333333,3.703703704,52.05,0,1,0,0,0,Monday,DCX
A936GX,1,21/11/13,21/11/13,20/01/14,32,21.875,12.5,50.75,0.033333333,0,0,0,0,Friday,RIC
SP8RC2,0,21/11/13,23/11/13,23/11/13,2,100,50,40.02,0,0,0,0,0,Monday,CHO
V9D6AF,0,21/11/13,26/11/13,26/11/13,12,16.66666667,8.333333333,45.02,0,1,0,0,0,Wednesday,RIC
46N9AJ,1,21/11/13,18/12/13,18/12/13,33,42.42424242,21.21212121,53.8,0,1,0,0,0,Thursday,CHO
LP8DK7,0,21/11/13,21/11/13,21/11/13,3,33.33333333,0,40.02,0,1,0,0,0,Friday,RIC
EDFWRB,1,21/11/13,22/11/13,22/11/13,26,0,0,64.54,0,1,0,0,0,Tuesday,CHO
7PA4WM,1,21/11/13,22/11/13,22/11/13,23,78.26086957,21.73913043,32.89,0,1,0,0,0,Tuesday,RIC
U69H7V,1,21/11/13,21/11/13,21/11/13,26,3.846153846,3.846153846,38.01,0,1,0,0,0,Friday,CHO
FHFTVM,1,21/11/13,21/11/13,21/11/13,40,22.5,5,40.02,0,1,0,0,0,Tuesday,RIC
JUS7U6,1,19/11/13,21/11/13,21/11/13,26,100,19.23076923,40.02,0,1,0,0,0,Monday,CHO
FL42ZS,1,07/11/13,23/11/13,23/11/13,31,3.225806452,0,89.63,0,1,0,0,0,Monday,DCX
K2E8A7,0,21/11/13,21/11/13,21/11/13,10,30,10,40.02,0,1,0,0,0,Tuesday,CHO
TKUJZY,0,21/11/13,21/11/13,21/11/13,6,50,16.66666667,1,0,1,0,0,0,Friday,DCX
7GR5QD,1,21/11/13,21/11/13,21/11/13,31,9.677419355,0,1,0,1,0,0,0,Friday,DCX
PPHJE5,1,21/11/13,21/11/13,21/11/13,30,10,0,35,0,1,0,0,0,Tuesday,DCX
76KYVB,1,21/11/13,21/11/13,21/11/13,25,12,4,40.02,0,1,1,0,0,Friday,RIC
UM42CK,1,10/11/13,21/11/13,21/11/13,30,10,6.666666667,50.65,0,1,0,0,0,Friday,DCX
7BHMDU,1,21/11/13,21/11/13,18/01/14,28,25,0,99.19,0.034482759,1,0,1,0,Monday,DCX
EX3MP6,1,21/11/13,21/11/13,21/11/13,22,95.45454545,0,40.02,0,1,1,0,0,Friday,CHO
JM3C3M,1,21/11/13,21/11/13,21/11/13,32,6.25,0,40.02,0,1,0,0,0,Monday,RIC
C4VB63,1,22/11/13,22/11/13,15/01/14,32,9.375,9.375,51.99,0.037037037,1,0,0,0,Tuesday,DCX
RYWAJZ,1,14/01/14,14/01/14,14/01/14,20,15,10,40.02,0,1,0,0,0,Tuesday,RIC
4C36ZQ,1,22/11/13,22/11/13,22/11/13,27,11.11111111,7.407407407,35.02,0,1,0,0,0,Thursday,DCX
FNYDPT,1,22/11/13,22/11/13,09/12/13,26,26.92307692,15.38461538,54.8,0.117647059,1,0,0,0,Saturday,DCX
BJC7RT,1,22/11/13,22/11/13,22/11/13,30,13.33333333,3.333333333,1.02,0,1,0,0,0,Monday,CHO
CLU528,0,22/11/13,22/11/13,22/11/13,16,62.5,25,29,0,1,0,0,0,Friday,DCX
PST4NT,1,05/11/13,22/11/13,22/11/13,17,35.29411765,11.76470588,40.2,0,1,0,0,0,Tuesday,CHO
VXK9GF,0,22/11/13,11/12/13,11/12/13,4,50,25,40.02,0,1,0,0,0,Friday,DCX
RPE2UN,1,22/11/13,22/11/13,22/11/13,28,3.571428571,0,85.02,0,1,0,0,0,Wednesday,CHO
BEY2AM,1,22/11/13,22/11/13,22/11/13,34,5.882352941,0,40.2,0,1,0,0,0,Tuesday,RIC
4MRDB2,1,22/11/13,16/01/14,16/01/14,21,23.80952381,4.761904762,74.09,0,1,0,0,0,Wednesday,DCX
V37X5Z,1,22/11/13,22/11/13,22/11/13,29,10.34482759,3.448275862,1,0,1,0,0,0,Tuesday,DCX
HCZKSP,1,26/12/13,13/01/14,13/01/14,18,77.77777778,16.66666667,57.24,0,1,0,0,0,Monday,RIC
ARYGDX,0,22/11/13,22/11/13,22/11/13,19,15.78947368,10.52631579,1,0,1,0,0,0,Tuesday,DCX
J9RE9B,1,22/11/13,22/11/13,22/11/13,27,48.14814815,7.407407407,1,0,1,0,0,0,Saturday,DCX
2S4AMN,1,22/11/13,22/11/13,22/11/13,33,3.03030303,0,40.02,0,1,0,0,0,Tuesday,RIC
H3944A,1,22/11/13,22/11/13,22/11/13,31,12.90322581,6.451612903,25,0,1,0,0,0,Tuesday,BWI
3RQVGE,1,01/11/13,23/11/13,23/11/13,25,12,0,40.02,0,1,0,0,0,Monday,RIC
RCXFND,1,22/11/13,26/11/13,07/01/14,35,5.714285714,5.714285714,126.02,0.047619048,1,1,1,0,Wednesday,DCX
F2PFRN,0,22/11/13,22/11/13,22/11/13,8,37.5,12.5,1,0,1,0,0,0,Tuesday,DCX
RMLMSG,1,22/11/13,22/11/13,22/11/13,30,13.33333333,3.333333333,1,0,1,0,0,0,Monday,DCX
LLYMEU,1,22/11/13,22/11/13,22/11/13,21,71.42857143,0,40.2,0,1,0,0,0,Tuesday,RIC
D2QWJJ,1,22/11/13,22/11/13,22/11/13,23,82.60869565,8.695652174,31,0,1,0,0,0,Friday,DCX
8ADEH8,1,22/11/13,02/12/13,19/01/14,33,30.3030303,9.090909091,80.75,0.125,1,0,1,0,Monday,DCX
MYG8VX,1,22/11/13,07/01/14,14/01/14,25,76,16,99.96,0.285714286,1,1,1,0,Wednesday,DCX
CFFTDH,1,22/11/13,22/11/13,22/11/13,26,23.07692308,3.846153846,40.2,0,1,1,0,0,Monday,CHO
9NVZ2U,1,22/11/13,06/12/13,06/12/13,33,33.33333333,12.12121212,56.22,0,1,0,0,0,Monday,DCX
9XKXZG,1,22/11/13,22/11/13,22/11/13,26,7.692307692,0,40.02,0,1,0,0,0,Monday,RIC
8RFNAR,1,22/11/13,22/11/13,22/11/13,29,10.34482759,10.34482759,35.21,0,1,0,0,0,Saturday,DCX
32JQ96,1,22/11/13,22/11/13,22/11/13,28,21.42857143,7.142857143,35.02,0,1,0,0,0,Thursday,DCX
XH92D8,1,22/11/13,22/11/13,22/11/13,28,35.71428571,7.142857143,29.02,0,1,0,0,0,Thursday,DCX
5NGVUC,1,22/11/13,22/11/13,22/11/13,19,84.21052632,15.78947368,35.02,0,1,0,0,0,Thursday,DCX
UW8M8W,1,22/11/13,22/11/13,22/11/13,27,18.51851852,3.703703704,35.02,0,1,0,0,0,Thursday,DCX
MQRRW9,1,23/11/13,23/11/13,23/11/13,27,18.51851852,18.51851852,29.02,0,1,0,0,0,Tuesday,DCX
WY26VL,1,05/11/13,23/11/13,23/11/13,23,17.39130435,0,76.23,0,1,1,0,0,Monday,RIC
BSQ5AZ,1,23/11/13,23/11/13,23/11/13,29,6.896551724,6.896551724,35,0,1,0,0,0,Monday,DCX
NNSZK9,1,23/11/13,20/12/13,20/12/13,22,63.63636364,13.63636364,78.91,0,1,0,0,0,Monday,DCX
QBMSJL,1,23/11/13,08/12/13,08/12/13,24,29.16666667,8.333333333,81.22,0,1,0,0,0,Thursday,BWI
92VDF3,1,23/11/13,24/11/13,24/11/13,30,23.33333333,6.666666667,80.1,0,1,0,0,0,Tuesday,BWI
Q4CCCR,1,23/11/13,24/11/13,24/11/13,27,33.33333333,3.703703704,42.36,0,1,0,0,0,Tuesday,BWI
YKVRZJ,1,23/11/13,23/11/13,11/01/14,26,92.30769231,15.38461538,59.36,0.040816327,1,0,0,0,Wednesday,DCX
5G2SG4,0,23/11/13,29/11/13,29/11/13,12,41.66666667,8.333333333,29.79,0,1,0,0,0,Monday,BWI
TX3ENU,1,23/11/13,23/11/13,23/11/13,24,50,4.166666667,1,0,1,0,0,0,Friday,DCX
F8F82Y,1,23/11/13,23/11/13,23/11/13,29,13.79310345,6.896551724,1,0,1,0,0,0,Tuesday,DCX
R4E9ZE,1,23/11/13,23/11/13,23/11/13,26,38.46153846,3.846153846,35,0,1,0,0,0,Monday,DCX
6A52VH,1,23/11/13,23/11/13,23/11/13,7,100,28.57142857,35,0,1,0,0,0,Tuesday,DCX
34GM7Y,1,23/11/13,23/11/13,26/11/13,14,14.28571429,0,29.15,0.666666667,1,0,0,0,Monday,BWI
B6ZY7H,1,23/11/13,23/11/13,23/11/13,27,18.51851852,7.407407407,73.75,0,1,0,0,0,Tuesday,CHO
MPPPJB,1,23/11/13,24/11/13,24/11/13,25,68,12,40.02,0,1,1,1,0,Monday,DCX
J4M49Z,1,24/11/13,24/11/13,08/12/13,27,3.703703704,3.703703704,40.79,0.142857143,1,0,0,0,Monday,DCX
XWR6AL,1,24/11/13,24/11/13,24/11/13,22,50,0,39.95,0,1,0,1,0,Thursday,DCX
JFN398,1,24/11/13,24/11/13,24/11/13,27,22.22222222,3.703703704,53.88,0,1,0,0,0,Tuesday,RIC
WPAFAG,1,24/11/13,24/11/13,15/12/13,28,39.28571429,10.71428571,69.78,0.095238095,1,0,0,0,Monday,BWI
6Q426Z,1,24/11/13,24/11/13,24/11/13,25,8,0,123.42,0,1,0,0,0,Wednesday,DCX
NQGT5Y,1,24/11/13,24/11/13,24/11/13,26,61.53846154,11.53846154,45.02,0,1,0,0,0,Tuesday,RIC
DHLS7P,1,23/11/13,24/11/13,19/01/14,32,9.375,9.375,122.24,0.053571429,1,0,0,0,Monday,DCX
9.33E+10,1,24/11/13,24/11/13,24/11/13,26,7.692307692,0,45.02,0,1,0,0,0,Wednesday,RIC
VZWBHX,0,24/11/13,24/11/13,24/11/13,9,22.22222222,0,40.02,0,1,0,0,0,Monday,RIC
GGW9WK,1,11/11/13,25/11/13,25/11/13,26,0,0,61.94,0,1,0,0,0,Wednesday,RIC
DJ8JMZ,1,25/11/13,25/11/13,25/11/13,29,0,0,40,0,1,0,0,0,Tuesday,DCX
ZQNETZ,1,25/11/13,25/11/13,17/12/13,28,42.85714286,14.28571429,39.98,0.090909091,1,0,0,0,Tuesday,CHO
BAF3K5,1,25/11/13,25/11/13,25/11/13,29,3.448275862,3.448275862,31,0,1,0,0,0,Monday,DCX
KDUHYQ,1,25/11/13,25/11/13,25/11/13,10,40,40,29,0,1,0,0,0,Monday,DCX
8D6LCN,1,25/11/13,25/11/13,25/11/13,26,11.53846154,7.692307692,1.02,0,1,0,0,0,Wednesday,CHO
FXRECY,1,25/11/13,28/12/13,28/12/13,29,41.37931034,10.34482759,119.42,0,1,0,0,0,Monday,RIC
EJ2Q78,1,25/11/13,25/11/13,25/11/13,23,0,0,39.95,0,1,1,1,0,Wednesday,DCX
2ZU8FV,1,26/09/13,25/11/13,25/11/13,24,12.5,0,45.02,0,1,0,0,0,Tuesday,RIC
YYDV9L,1,25/11/13,27/11/13,27/11/13,29,10.34482759,3.448275862,64.35,0,1,0,1,0,Friday,CHO
HKCAFS,1,25/11/13,25/11/13,10/12/13,25,16,4,38.01,0.2,1,0,0,0,Wednesday,RIC
B6KW27,1,25/11/13,25/11/13,25/11/13,28,46.42857143,0,102.41,0,1,0,0,0,Tuesday,CHO
EYJPS9,1,25/11/13,25/11/13,25/11/13,28,7.142857143,3.571428571,40.02,0,0,0,0,0,Saturday,DCX
WCTZ8Y,1,25/11/13,25/11/13,03/01/14,29,10.34482759,3.448275862,66.92,0.051282051,1,0,0,0,Wednesday,DCX
J2XFY7,1,25/11/13,25/11/13,25/11/13,31,0,0,45.02,0,1,0,0,0,Tuesday,RIC
WZSP8B,1,25/11/13,06/12/13,17/01/14,34,85.29411765,32.35294118,43.93,0.071428571,1,0,1,0,Monday,DCX
GRRQ63,1,26/11/13,26/11/13,26/11/13,25,20,4,40.2,0,1,0,0,0,Wednesday,DCX
95SE4C,1,26/11/13,26/11/13,26/11/13,4,75,0,40,0,1,0,0,0,Wednesday,DCX
MPAGP7,1,21/11/13,26/11/13,26/11/13,24,83.33333333,20.83333333,40,0,1,1,0,0,Friday,DCX
VLWLN8,1,26/11/13,26/11/13,26/11/13,30,0,0,45.01,0,1,0,0,0,Monday,CHO
HJFLZY,1,26/11/13,26/11/13,22/12/13,31,58.06451613,16.12903226,91.37,0.192307692,1,0,0,0,Monday,RIC
ELEWXR,1,26/11/13,02/12/13,07/01/14,31,3.225806452,0,65.65,0.138888889,1,0,0,0,Wednesday,RIC
8HM7UV,1,21/11/13,17/12/13,07/01/14,27,66.66666667,25.92592593,165.93,0.095238095,1,0,0,0,Wednesday,DCX
XTTFM4,1,26/11/13,04/12/13,04/12/13,28,7.142857143,3.571428571,40,0,1,0,1,0,Thursday,DCX
JNT6S8,1,26/11/13,26/11/13,26/11/13,25,28,4,45.02,0,1,0,0,0,Wednesday,RIC
3DN752,1,26/11/13,14/01/14,14/01/14,23,39.13043478,21.73913043,58.27,0,1,1,0,0,Monday,BWI
PC47UD,0,26/11/13,26/11/13,26/11/13,1,0,0,40.2,0,0,0,0,0,Wednesday,CHO
MJ5GN6,1,26/11/13,26/11/13,26/11/13,28,3.571428571,3.571428571,45.02,0,1,1,0,0,Friday,RIC
CPA5JJ,1,26/11/13,26/11/13,26/11/13,21,52.38095238,9.523809524,1,0,1,0,0,0,Thursday,DCX
P4X2DG,1,08/10/13,26/11/13,26/11/13,29,13.79310345,0,45.02,0,1,0,0,0,Friday,RIC
BYJZRZ,1,26/11/13,26/11/13,08/01/14,27,37.03703704,3.703703704,50.18,0.046511628,1,0,0,0,Thursday,CHO
NRNYPH,1,12/10/13,12/12/13,12/12/13,33,0,0,40.02,0,1,0,0,0,Monday,RIC
DQ7WF8,1,27/11/13,27/11/13,27/11/13,27,25.92592593,3.703703704,139.27,0,1,0,0,0,Friday,CHO
SRL5AB,1,27/11/13,28/11/13,28/11/13,29,48.27586207,3.448275862,40,0,1,0,0,0,Saturday,BWI
EGJYYY,0,27/11/13,27/11/13,27/11/13,11,9.090909091,0,25,0,0,0,0,0,Friday,DCX
CY3KCF,1,27/11/13,27/11/13,27/11/13,28,17.85714286,10.71428571,45.02,0,1,1,0,0,Friday,RIC
SH5BGU,0,27/11/13,05/12/13,05/12/13,11,27.27272727,0,45.02,0,1,0,0,0,Tuesday,RIC
MRWHU5,1,27/11/13,05/01/14,05/01/14,32,28.125,21.875,113.36,0,1,0,0,0,Friday,CHO
T8UWP9,1,27/11/13,28/11/13,08/12/13,18,72.22222222,44.44444444,40.6,0.2,1,1,0,0,Monday,RIC
QK3HNH,1,27/11/13,27/11/13,27/11/13,19,21.05263158,10.52631579,40.02,0,1,0,0,0,Saturday,DCX
SA6UM9,1,27/11/13,27/11/13,27/11/13,30,10,0,40.2,0,1,0,0,0,Monday,DCX
ZX8ZL8,1,17/11/13,29/11/13,29/11/13,24,33.33333333,4.166666667,39.97,0,1,0,0,0,Wednesday,RIC
8VLAEE,1,28/11/13,28/11/13,28/11/13,29,0,0,40.02,0,1,0,0,0,Monday,CHO
4JNUEZ,1,28/11/13,28/11/13,28/11/13,22,72.72727273,0,45.02,0,1,0,0,0,Friday,RIC
NGV4J4,1,28/11/13,28/11/13,15/01/14,33,54.54545455,39.39393939,45.34,0.125,1,1,0,0,Thursday,RIC
THKH6Z,1,28/11/13,28/11/13,28/11/13,31,6.451612903,6.451612903,40.2,0,1,0,1,0,Monday,RIC
TVWFYT,1,28/11/13,05/12/13,05/12/13,28,17.85714286,7.142857143,40.02,0,1,0,0,0,Friday,RIC
VF6723,1,29/11/13,29/11/13,10/01/14,28,100,25,121.99,0.095238095,1,0,0,0,Monday,RIC
CY6EQ8,1,29/11/13,29/11/13,29/11/13,26,0,0,56.88,0,1,0,0,0,Wednesday,RIC
4R2GM5,1,29/11/13,29/11/13,19/01/14,28,82.14285714,10.71428571,144.68,0.058823529,1,0,0,0,Monday,DCX
DFSPFS,1,02/12/13,02/12/13,02/12/13,19,68.42105263,26.31578947,40.02,0,1,0,1,0,Thursday,RIC
Q9QYKB,0,30/11/13,30/11/13,30/11/13,7,100,14.28571429,40.02,0,1,0,0,0,Monday,RIC
UEJZD2,1,30/11/13,30/11/13,30/11/13,28,17.85714286,3.571428571,40.2,0,1,0,0,0,Tuesday,RIC
XKB6H7,1,30/11/13,30/11/13,30/11/13,31,9.677419355,0,40.2,0,1,1,0,0,Monday,CHO
6BFJV6,1,30/11/13,14/12/13,14/12/13,36,16.66666667,11.11111111,54.19,0,0,0,0,0,Tuesday,RIC
M7SZ8K,1,30/11/13,30/11/13,30/11/13,20,85,5,36.97,0,1,0,0,0,Wednesday,CHO
SYYNNC,1,30/11/13,30/11/13,30/11/13,27,18.51851852,14.81481481,47.08,0,1,0,0,0,Tuesday,DCX
8TPBRV,1,30/11/13,30/11/13,30/11/13,26,3.846153846,3.846153846,102.56,0,1,0,0,0,Wednesday,DCX
YDGDVV,1,27/11/13,30/11/13,30/11/13,28,21.42857143,7.142857143,40.02,0,1,1,0,0,Tuesday,RIC
PGXJNH,1,30/11/13,30/11/13,30/11/13,28,7.142857143,3.571428571,46.77,0,1,0,0,0,Tuesday,DCX
54XVNZ,0,30/11/13,30/11/13,30/11/13,8,50,25,35,0,1,0,0,0,Friday,DCX
LE4XS2,1,30/11/13,30/11/13,08/01/14,22,77.27272727,45.45454545,34.36,0.076923077,1,0,0,0,Thursday,DCX
RT6Z8X,1,30/11/13,30/11/13,30/11/13,26,30.76923077,11.53846154,35.02,0,1,0,0,0,Thursday,DCX
JM8SHK,1,30/11/13,30/11/13,30/11/13,12,83.33333333,25,71.5,0,1,0,0,0,Thursday,DCX
VK7VTC,1,30/11/13,09/12/13,09/12/13,24,16.66666667,0,29.97,0,1,0,0,0,Wednesday,DCX
WN2E27,1,30/11/13,30/11/13,30/11/13,22,36.36363636,0,31,0,1,0,0,0,Wednesday,DCX
2MW56A,1,30/11/13,30/11/13,30/11/13,24,29.16666667,16.66666667,31.02,0,1,0,0,0,Thursday,DCX
SP6F6H,1,30/11/13,30/11/13,30/11/13,19,84.21052632,36.84210526,31.02,0,1,0,0,0,Friday,DCX
FZJMAX,1,30/11/13,30/11/13,19/01/14,45,42.22222222,13.33333333,31.57,0.12,1,1,0,0,Monday,DCX
K86BMB,1,01/12/13,01/12/13,01/12/13,27,0,0,40.2,0,1,0,0,0,Thursday,CHO
44YWB2,1,01/12/13,20/12/13,02/01/14,24,54.16666667,8.333333333,54.35,0.153846154,1,0,0,0,Monday,DCX
KBFQFV,1,01/12/13,01/12/13,01/12/13,27,18.51851852,18.51851852,40.02,0,1,0,0,0,Monday,CHO
ZNXS62,1,27/11/13,01/12/13,01/12/13,27,0,0,45.02,0,1,0,0,0,Monday,RIC
F4WCU6,1,01/12/13,01/12/13,01/12/13,25,8,0,40.02,0,1,0,0,0,Wednesday,CHO
DEHQ6X,1,01/12/13,01/12/13,01/12/13,28,3.571428571,0,52.28,0,1,0,0,0,Tuesday,CHO
XHQWCX,1,01/12/13,08/12/13,08/12/13,20,100,0,40.2,0,1,0,0,0,Monday,RIC
BKT3ZG,1,02/12/13,02/12/13,02/12/13,12,0,0,40.2,0,1,0,1,0,Wednesday,DCX
K6CLMX,1,19/11/13,02/12/13,02/12/13,21,14.28571429,4.761904762,40.02,0,1,0,0,0,Monday,CHO
XPVU9V,1,02/12/13,02/12/13,06/01/14,31,38.70967742,12.90322581,25.64,0.085714286,1,0,0,0,Tuesday,CHO
PZTC8H,1,02/12/13,02/12/13,02/12/13,25,8,8,45.02,0,1,0,0,0,Thursday,RIC
CVQVJR,1,02/12/13,02/12/13,02/12/13,22,36.36363636,0,45.02,0,1,0,0,0,Thursday,RIC
PQXS77,1,25/11/13,02/12/13,02/12/13,27,7.407407407,0,52.51,0,1,0,0,0,Tuesday,CHO
26BXA5,1,06/11/13,27/12/13,13/01/14,27,44.44444444,11.11111111,58.95,0.176470588,1,0,0,0,Saturday,DCX
4C2L5L,1,02/12/13,29/12/13,29/12/13,24,8.333333333,4.166666667,79.53,0,1,0,0,0,Tuesday,DCX
TFVRJT,1,02/12/13,02/12/13,02/12/13,12,33.33333333,16.66666667,40.02,0,1,0,0,0,Wednesday,RIC
LLWFCQ,1,02/12/13,02/12/13,02/12/13,27,7.407407407,3.703703704,35,0,1,0,0,0,Tuesday,DCX
XHYYDA,1,02/12/13,02/12/13,02/12/13,27,59.25925926,7.407407407,35,0,1,0,0,0,Tuesday,DCX
32SXKE,0,02/12/13,02/12/13,02/12/13,6,66.66666667,50,35,0,1,0,0,0,Friday,DCX
XHDNCM,1,02/12/13,06/12/13,06/12/13,26,26.92307692,7.692307692,73.78,0,1,0,0,0,Monday,DCX
L3A2PP,1,02/12/13,02/12/13,02/12/13,25,8,8,29.02,0,1,0,0,0,Thursday,CHO
MU3HQ8,1,24/11/13,02/12/13,02/12/13,6,50,16.66666667,40.25,0,1,0,0,0,Tuesday,RIC
6YWYAR,1,01/12/13,02/12/13,10/12/13,17,47.05882353,5.882352941,93.28,0.25,1,0,0,0,Thursday,DCX
8M2UE9,0,02/12/13,02/12/13,02/12/13,13,23.07692308,0,45.02,0,1,0,0,0,Thursday,RIC
EAPWDD,1,02/12/13,02/12/13,02/12/13,19,5.263157895,0,55.52,0,1,0,0,0,Tuesday,RIC
KRZ7HP,1,02/12/13,02/12/13,02/12/13,13,84.61538462,0,50.02,0,1,0,0,0,Tuesday,CHO
225HF6,1,03/12/13,13/12/13,13/12/13,24,33.33333333,12.5,51.7,0,1,0,0,0,Friday,BWI
FQDQHK,1,13/11/13,03/12/13,03/12/13,25,88,12,49.33,0,1,0,0,0,Thursday,BWI
7UWX78,1,03/12/13,03/12/13,03/12/13,21,4.761904762,0,70.29,0,1,0,0,0,Thursday,CHO
K8FNVU,1,03/12/13,03/12/13,03/12/13,18,11.11111111,5.555555556,29,0,1,0,0,0,Monday,DCX
VUG59R,0,03/12/13,03/12/13,03/12/13,14,21.42857143,7.142857143,29.02,0,1,0,0,0,Tuesday,DCX
UTMAB5,1,03/12/13,03/12/13,08/01/14,21,52.38095238,4.761904762,36.82,0.083333333,1,0,0,0,Thursday,DCX
V8XBQR,1,03/12/13,03/12/13,03/12/13,27,7.407407407,0,29,0,1,0,0,0,Friday,DCX
QZD75Q,1,03/12/13,03/12/13,03/12/13,27,14.81481481,11.11111111,31.21,0,1,0,0,0,Tuesday,DCX
PC3HDC,1,03/12/13,03/12/13,03/12/13,26,19.23076923,19.23076923,35,0,1,0,0,0,Thursday,DCX
UY5HDH,1,03/12/13,03/12/13,03/12/13,25,4,4,31,0,1,0,0,0,Thursday,DCX
RASSBR,1,03/12/13,03/12/13,03/12/13,27,18.51851852,3.703703704,40,0,1,0,0,0,Tuesday,DCX
YSA75C,1,03/12/13,03/12/13,03/12/13,7,42.85714286,14.28571429,31,0,1,0,0,0,Friday,DCX
VBH966,1,03/12/13,03/12/13,03/12/13,23,43.47826087,13.04347826,31,0,1,0,0,0,Friday,DCX
U6EZGS,1,03/12/13,03/12/13,03/12/13,20,80,0,40.02,0,1,0,0,0,Wednesday,RIC
ZSN5PF,1,03/12/13,03/12/13,03/12/13,25,16,8,35,0,1,0,0,0,Tuesday,DCX
YR8LKV,1,03/12/13,03/12/13,01/01/14,22,40.90909091,18.18181818,49.29,0.068965517,1,0,0,0,Tuesday,DCX
78TADJ,1,03/12/13,03/12/13,03/12/13,30,16.66666667,3.333333333,36.95,0,1,1,1,0,Thursday,BWI
QQL5Q7,1,03/12/13,03/12/13,19/12/13,26,11.53846154,7.692307692,44.71,0.125,1,1,1,0,Friday,DCX
KK4BS7,1,03/12/13,03/12/13,03/12/13,26,26.92307692,7.692307692,45.4,0,1,1,0,0,Tuesday,RIC
NMYCAJ,1,03/12/13,18/12/13,15/01/14,25,44,20,38.75,0.071428571,1,1,0,0,Thursday,RIC
AKLZHN,1,04/12/13,04/12/13,04/12/13,26,19.23076923,3.846153846,50.74,0,1,0,0,0,Friday,CHO
YA7P7M,1,04/12/13,04/12/13,06/01/14,29,17.24137931,17.24137931,45.94,0.090909091,1,0,0,0,Monday,DCX
LZ6JFK,1,22/11/13,04/12/13,04/12/13,25,0,0,43.6,0,1,0,0,0,Thursday,CHO
388SDG,1,04/12/13,04/12/13,15/01/14,32,31.25,9.375,41.15,0.071428571,1,1,1,0,Thursday,DCX
3JQJMM,1,30/11/13,04/12/13,04/12/13,26,34.61538462,7.692307692,51.04,0,1,1,0,0,Friday,RIC
ENW7NQ,1,24/11/13,04/12/13,04/12/13,23,69.56521739,30.43478261,40.25,0,1,0,0,0,Monday,CHO
435VGL,1,04/12/13,04/12/13,04/12/13,26,7.692307692,0,36.95,0,1,0,0,0,Friday,DCX
R6PKZX,1,04/12/13,05/12/13,16/01/14,35,42.85714286,20,78.74,0.142857143,1,0,0,0,Friday,RIC
RPL286,1,04/12/13,04/12/13,04/12/13,21,23.80952381,9.523809524,35,0,1,0,0,0,Wednesday,DCX
ER2PVV,1,04/12/13,04/12/13,04/12/13,8,0,0,39.95,0,1,0,1,0,Saturday,DCX
